iter	Logloss
0	0.5911817763
1	0.5216873258
2	0.4527140299
3	0.3816466214
4	0.3238879466
5	0.2890637493
6	0.246590312
7	0.2212116085
8	0.1982030857
9	0.17734375
10	0.1595070108
11	0.1399330005
12	0.1227098521
13	0.1124835098
14	0.1002500032
15	0.09030613592
16	0.08175832291
17	0.07409017016
18	0.06852637397
19	0.06279167041
20	0.05803224441
21	0.05338274415
22	0.04968226918
23	0.04640958016
24	0.04332253082
25	0.04085936072
26	0.03863935415
27	0.03662790443
28	0.03480003758
29	0.03315696493
30	0.03180654872
31	0.03013855784
32	0.02907421714
33	0.02806986759
34	0.02696567112
35	0.02614988137
36	0.02539738884
37	0.02449107477
38	0.02393836306
39	0.02321459229
40	0.02255677786
41	0.02211972733
42	0.02158788045
43	0.0210331967
44	0.02056861342
45	0.01997373257
46	0.0196020606
47	0.01923821433
48	0.01894900673
49	0.01862792969
50	0.01832152696
51	0.01801101841
52	0.01774554559
53	0.01738884574
54	0.01711999547
55	0.01689198812
56	0.01672310188
57	0.01652073553
58	0.01632283752
59	0.0161105775
60	0.01577916173
61	0.01559817108
62	0.01541672422
63	0.01526749594
64	0.01501211758
65	0.01485469216
66	0.01472386589
67	0.01456147467
68	0.0143478929
69	0.01420309502
70	0.01403106779
71	0.01388214513
72	0.01368498997
73	0.01356082715
74	0.01342983469
75	0.01331281049
76	0.01314876512
77	0.01298389769
78	0.01284201438
79	0.01272114313
80	0.0126091115
81	0.01252812949
82	0.01243972778
83	0.01230435957
84	0.01221659922
85	0.01202287953
86	0.01191849625
87	0.01184190226
88	0.01175369017
89	0.01163735752
90	0.01153113605
91	0.01139810573
92	0.01131012342
93	0.01121515419
94	0.0110980296
95	0.01099901032
96	0.01090721331
97	0.01079401273
98	0.0107405657
99	0.0106632255
100	0.01056084772
101	0.01046988058
102	0.01041691094
103	0.01032193725
104	0.01023051613
105	0.01017634632
106	0.01009562197
107	0.009979838098
108	0.00993057831
109	0.009816156354
110	0.009730267664
111	0.009618010716
112	0.009551331593
113	0.00949513954
114	0.009445343241
115	0.009333422588
116	0.00927116104
117	0.009224438249
118	0.009122384501
119	0.009067332396
120	0.008968554045
121	0.008922613155
122	0.008851861675
123	0.008769462541
124	0.008701912841
125	0.008606156132
126	0.00855446308
127	0.008519912742
128	0.008458469346
129	0.008410021576
130	0.008369734692
131	0.008310553902
132	0.008275898716
133	0.008195442066
134	0.008164240742
135	0.008101898327
136	0.008062535002
137	0.008015252833
138	0.00794082887
139	0.007920413547
140	0.007891031455
141	0.00784932131
142	0.007782642744
143	0.007711121074
144	0.007637136024
145	0.007561671385
146	0.007532712033
147	0.007473455953
148	0.00744077504
149	0.007412883134
150	0.007349305404
151	0.007256897709
152	0.007195261905
153	0.00714311544
154	0.007074284135
155	0.007047236593
156	0.007021526984
157	0.006956465202
158	0.00689538543
159	0.006846844523
160	0.006817217598
161	0.00679143716
162	0.006743922986
163	0.006729895051
164	0.006706184811
165	0.006676908125
166	0.006641546885
167	0.006589513634
168	0.006527938062
169	0.006494361476
170	0.006475093908
171	0.006433282261
172	0.006391940201
173	0.006354626438
174	0.00632511942
175	0.00630490264
176	0.006259320912
177	0.006205529776
178	0.006184444093
179	0.006130167755
180	0.006110595123
181	0.006095445086
182	0.006065535964
183	0.006013083876
184	0.005962957973
185	0.005941747922
186	0.005916618883
187	0.005893123359
188	0.005857614885
189	0.005824775027
190	0.005810547433
191	0.005751201563
192	0.005726558841
193	0.005695166783
194	0.005680947555
195	0.005662016841
196	0.005629980634
197	0.00560849675
198	0.005558553216
199	0.005543086961
200	0.005527983771
201	0.00551446502
202	0.005499878264
203	0.005486950679
204	0.005472759894
205	0.005445280689
206	0.005408167142
207	0.005380105136
208	0.005367091664
209	0.005341169569
210	0.005329586609
211	0.005313639055
212	0.005301439832
213	0.005268033903
214	0.005240174901
215	0.005230041415
216	0.005203609578
217	0.005173888402
218	0.005143601713
219	0.005118032087
220	0.005108589039
221	0.005094468524
222	0.005067340115
223	0.005058159745
224	0.005031526019
225	0.00500471327
226	0.004996313686
227	0.004969789828
228	0.004918914929
229	0.004893448478
230	0.00486880018
231	0.004818975995
232	0.004808384075
233	0.004778897693
234	0.004770904675
235	0.004747539096
236	0.004737775368
237	0.004710680421
238	0.00468791549
239	0.004675084945
240	0.004651574085
241	0.004644034202
242	0.004622041412
243	0.004600313811
244	0.004577204498
245	0.004557167856
246	0.004549235907
247	0.004522794311
248	0.004503685689
249	0.00448481688
250	0.004473749518
251	0.004466900909
252	0.004439802337
253	0.004421104465
254	0.004392163795
255	0.004385448757
256	0.004359440218
257	0.004350015294
258	0.00434355206
259	0.00432132615
260	0.004303220838
261	0.004286045498
